,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
693,Virginia Beach,United States,North America,3.02,4180,150.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.8529841,-75.9774183,Yes,https://nomadlist.com/assets/img/places/virginia-beach-va-united-states.jpg?1653006620
694,Sihanoukville,Cambodia,Asia,2.96,1198,276.0,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,10.50614075,103.2620564486394,Yes,https://nomadlist.com/assets/img/places/sihanoukville-cambodia.jpg?1652919073
695,Ningbo,China,Asia,2.98,1819,50.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,29.8622194,121.6203873,No,https://nomadlist.com/assets/img/places/ningbo-china.jpg?1652919111
696,Suzhou,China,Asia,3.02,1522,175.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,31.3016935,120.5810725,No,https://nomadlist.com/assets/img/places/suzhou-china.jpg?1642465555
697,Nagoya,Japan,Asia,2.95,2455,204.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,35.1851045,136.8998438,No,https://nomadlist.com/assets/img/places/nagoya-japan.jpg?1642810016
698,Zhangzhou,China,Asia,2.97,1303,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,24.5164639,117.6424895,No,https://nomadlist.com/assets/img/places/zhangzhou-china.jpg?1653006619
699,Surat,India,Asia,3.06,797,206.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,21.19177615,72.9544157804841,Yes,https://nomadlist.com/assets/img/places/surat-india.jpg?1643157027
700,Jundiai,Brazil,Latin America,3.05,1552,0.0,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,-23.1887668,-46.884506,No,https://nomadlist.com/assets/img/places/jundiai-brazil.jpg?1653006510
701,Oranjestad,Aruba,Latin America,3.12,3810,237.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,12.5268736,-70.0356845,Yes,https://nomadlist.com/assets/img/places/oranjestad-aruba.jpg?1653006072
702,Dili,East Timor,Asia,3.0,1703,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,-8.5536809,125.5784093,Yes,https://nomadlist.com/assets/img/places/dili-east-timor.jpg?1647043697
703,Maseru,Lesotho,Africa,2.97,1401,33.0,Slow,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,-29.310054,27.478222,No,https://nomadlist.com/assets/img/places/maseru-lesotho.jpg?1649894830
704,Provo,United States,North America,2.99,4258,133.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.2337289,-111.6587085,No,https://nomadlist.com/assets/img/places/provo-ut-united-states.jpg?1652919154
705,Albany,United States,North America,3.04,3907,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.6511674,-73.754968,No,https://nomadlist.com/assets/img/places/albany-or-united-states.jpg?1653006241
706,Foshan,China,Asia,2.99,1307,17.0,Slow,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,23.1102636,112.9980124183654,No,https://nomadlist.com/assets/img/places/foshan-china.jpg?1642465095
707,Taos,United States,North America,2.95,4140,100.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.4072377,-105.573284,No,https://nomadlist.com/assets/img/places/taos-nm-united-states.jpg?1653006405
708,Delhi,India,Asia,3.2,945,500.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,28.6517178,77.2219388,No,https://nomadlist.com/assets/img/places/delhi-india.jpg?1642529466
709,Toluca,Mexico,Latin America,2.89,1175,117.0,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,19.292545,-99.6569007,No,https://nomadlist.com/assets/img/places/toluca-mexico.jpg?1642724568
710,Klaipeda,Lithuania,Europe,3.01,2336,242.0,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,55.7127529,21.1350469,Yes,https://nomadlist.com/assets/img/places/klaipeda-lithuania.jpg?1643328296
711,Guatemala City,Guatemala,Latin America,3.17,1043,278.0,Slow,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,14.6222328,-90.5185188,No,https://nomadlist.com/assets/img/places/guatemala-city-guatemala.jpg?1642637481
712,Chennai,India,Asia,3.16,623,234.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,13.0836939,80.270186,Yes,https://nomadlist.com/assets/img/places/chennai-india.jpg?1655856393
713,Uberlandia,Brazil,Latin America,3.08,1126,139.0,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-18.9188041,-48.2767837,No,https://nomadlist.com/assets/img/places/uberlandia-brazil.jpg?1643069307
714,Harrisonburg,United States,North America,2.97,4104,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.4493315,-78.8688833,No,https://nomadlist.com/assets/img/places/harrisonburg-va-united-states.jpg?1652919108
715,Pamplona,Spain,Europe,3.0,3012,178.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,42.8184538,-1.6442556,No,https://nomadlist.com/assets/img/places/pamplona-spain.jpg?1652919048
716,Ouagadougou,Burkina Faso,Africa,2.95,1625,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,12.3681873,-1.5270944,No,https://nomadlist.com/assets/img/places/ouagadougou-burkina-faso.jpg?1653523824
717,Zhangjiakou,China,Asia,2.98,1114,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,40.8228016,114.880567,No,https://nomadlist.com/assets/img/places/zhangjiakou-china.jpg?1653006466
718,Mendoza,Argentina,Latin America,3.21,873,248.0,Slow,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,-34.78709305,-68.43818677312292,No,https://nomadlist.com/assets/img/places/mendoza-argentina.jpg?1642465269
719,Uluwatu,Indonesia,Asia,3.29,1190,256.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,-8.8285734,115.087937,Yes,https://nomadlist.com/assets/img/places/uluwatu-bali-indonesia.jpg?1642809787
720,Elgin,United States,North America,3.06,3659,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.03726,-88.2810994,No,https://nomadlist.com/assets/img/places/elgin-il-united-states.jpg?1653005986
721,Carson City,United States,North America,2.97,4094,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.1649125,-119.7666496,No,https://nomadlist.com/assets/img/places/carson-city-nv-united-states.jpg?1657152978
722,Padova,Italy,Europe,3.01,3032,239.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,45.4077172,11.8734455,No,https://nomadlist.com/assets/img/places/padova-italy.jpg?1644192571
723,Meerut,India,Asia,2.81,976,17.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,29.00065255,77.76822875372174,No,https://nomadlist.com/assets/img/places/meerut-india.jpg?1653006894
724,San Juan,Puerto Rico,Latin America,3.03,3911,451.0,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,18.465299,-66.116666,Yes,https://nomadlist.com/assets/img/places/san-juan-puerto-rico.jpg?1644883976
725,Lome,Togo,Africa,2.94,828,83.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,6.130419,1.215829,No,https://nomadlist.com/assets/img/places/lome-togo.jpg?1653006219
726,Coimbatore,India,Asia,3.27,1107,83.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,11.0018115,76.9628425,No,https://nomadlist.com/assets/img/places/coimbatore-india.jpg?1653006573
727,Palembang,Indonesia,Asia,3.1,1034,17.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,-2.9888297,104.756857,No,https://nomadlist.com/assets/img/places/palembang-sumatra-indonesia.jpg?1642529224
728,Luton,United Kingdom,Europe,3.03,4196,142.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.8784385,-0.4152837,No,https://nomadlist.com/assets/img/places/luton-united-kingdom.jpg?1646266447
729,Kumasi,Ghana,Africa,2.93,1124,50.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,6.698081,-1.6230404,No,https://nomadlist.com/assets/img/places/kumasi-ghana.jpg?1642465147
730,Innsbruck,Austria,Europe,2.99,3650,316.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.2654296,11.3927685,No,https://nomadlist.com/assets/img/places/innsbruck-austria.jpg?1653006359
731,Battle Creek,United States,North America,3.12,3086,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.3192548,-85.1824269,No,https://nomadlist.com/assets/img/places/battle-creek-mi-united-states.jpg?1651536922
732,Hefei,China,Asia,2.88,1336,33.0,Slow,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,31.8228094,117.2218033,No,https://nomadlist.com/assets/img/places/hefei-china.jpg?1653006053
733,Mandalay,Myanmar,Asia,2.85,1635,275.0,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,21.9812746,96.082375,No,https://nomadlist.com/assets/img/places/mandalay-myanmar.jpg?1653006425
734,Chachapoyas,Peru,Latin America,3.01,900,17.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,-6.3718272,-77.8093378,No,https://nomadlist.com/assets/img/places/chachapoyas-peru.jpg?1653006181
735,Huambo,Angola,Africa,2.98,1569,17.0,Slow,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,-12.6076318,15.7411039,No,https://nomadlist.com/assets/img/places/huambo-angola.jpg?1642465135
736,Gaborone,Botswana,Africa,2.98,1743,100.0,Slow,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,-24.6581357,25.9088474,No,https://nomadlist.com/assets/img/places/gaborone-botswana.jpg?1653005953
737,Kananga,DR Congo,Africa,2.97,1407,0.0,Slow,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,-5.8951725,22.408589,No,https://nomadlist.com/assets/img/places/kananga-dr-congo.jpg?1652919109
738,Kassel,Germany,Europe,2.99,3315,179.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.3154546,9.4924096,No,https://nomadlist.com/assets/img/places/kassel-germany.jpg?1653006207
739,Guilin,China,Asia,2.98,1078,183.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,25.238704,110.1750728,No,https://nomadlist.com/assets/img/places/guilin-china.jpg?1652834122
740,Kagoshima,Japan,Asia,2.92,2331,167.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,31.5841689,130.543387,Yes,https://nomadlist.com/assets/img/places/kagoshima-japan.jpg?1642465322
741,Boumerdas,Algeria,Africa,3.04,1299,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,36.77101545,3.509589562138503,Yes,https://nomadlist.com/assets/img/places/boumerdas-algeria.jpg?1642637934
742,Patras,Greece,Europe,3.03,3027,83.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,38.246242,21.7350847,Yes,https://nomadlist.com/assets/img/places/patras-greece.jpg?1642465451
743,Mashhad,Iran,Middle East,3.08,1319,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,36.2974945,59.6059232,No,https://nomadlist.com/assets/img/places/mashhad-iran.jpg?1642896510
744,Janesville,United States,North America,3.12,3583,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.6829765,-89.0226793,No,https://nomadlist.com/assets/img/places/janesville-wi-united-states.jpg?1653006147
745,Spokane Valley,United States,North America,2.91,3889,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.6571104,-117.2613936,No,https://nomadlist.com/assets/img/places/spokane-valley-wa-united-states.jpg?1653006384
746,Manchester Nh,United States,North America,3.02,4086,100.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.9956397,-71.4547891,No,https://nomadlist.com/assets/img/places/manchester-nh-united-states.jpg?1653006218
747,Taichung,Taiwan,Asia,2.97,1603,274.0,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,24.163162,120.6478282,Yes,https://nomadlist.com/assets/img/places/taichung-taiwan.jpg?1642465329
748,San Sebastian,Spain,Europe,2.97,3752,339.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.3224219,-1.9838889,Yes,https://nomadlist.com/assets/img/places/san-sebastian-spain.jpg?1643846783
749,Wuxi,China,Asia,2.97,1485,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,31.4933074,120.3074357,No,https://nomadlist.com/assets/img/places/wuxi-china.jpg?1652919119
750,Barranquilla,Colombia,Latin America,3.02,873,201.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,10.9810761,-74.7988827,Yes,https://nomadlist.com/assets/img/places/barranquilla-colombia.jpg?1653006300
751,Varkala,India,Asia,3.0,914,108.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,8.7342288,76.7257086,Yes,https://nomadlist.com/assets/img/places/varkala-india.jpg?1642724370
752,Zhuhai,China,Asia,3.02,1641,144.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,22.273734,113.5721327,Yes,https://nomadlist.com/assets/img/places/zhuhai-china.jpg?1653007067
753,Huainan,China,Asia,3.1,1197,0.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,32.5866826,117.0130019,No,https://nomadlist.com/assets/img/places/huainan-china.jpg?1642724388
754,Baton Rouge,United States,North America,3.08,3238,167.0,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,30.4459596,-91.18738,No,https://nomadlist.com/assets/img/places/baton-rouge-la-united-states.jpg?1653006187
755,Brighton,United Kingdom,Europe,2.92,4565,395.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.8389149,-0.1269301757593403,Yes,https://nomadlist.com/assets/img/places/brighton-united-kingdom.jpg?1656634513
756,Indore,India,Asia,2.92,1212,117.0,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,22.7203616,75.8681996,No,https://nomadlist.com/assets/img/places/indore-india.jpg?1642529495
757,Zhangjiagang,China,Asia,2.95,1525,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,31.8782976,120.5514595,No,https://nomadlist.com/assets/img/places/zhangjiagang-china.jpg?1652834113
758,Tilburg,Netherlands,Europe,2.9,3849,108.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.58561874999999,5.066061908648313,No,https://nomadlist.com/assets/img/places/tilburg-netherlands.jpg?1653006421
759,Topeka,United States,North America,3.19,2962,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.049011,-95.677556,No,https://nomadlist.com/assets/img/places/topeka-ks-united-states.jpg?1653005614
760,Chattanooga,United States,North America,2.98,3914,244.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,35.0457219,-85.3094883,No,https://nomadlist.com/assets/img/places/chattanooga-tn-united-states.jpg?1653006606
761,Shenyang,China,Asia,2.82,1268,67.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,41.6749893,123.458674,No,https://nomadlist.com/assets/img/places/shenyang-china.jpg?1652919477
762,Kinmen,Taiwan,Asia,2.93,1863,0.0,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,24.4480637,118.3856331,Yes,https://nomadlist.com/assets/img/places/kinmen-taiwan.jpg?1653006687
763,Manaus,Brazil,Latin America,2.94,2170,210.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-3.1316333,-59.9825041,No,https://nomadlist.com/assets/img/places/manaus-brazil.jpg?1653006476
764,Zhanjiang,China,Asia,3.06,1214,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,21.2737079,110.3548318,Yes,https://nomadlist.com/assets/img/places/zhanjiang-china.jpg?1657152999
765,Bridgeport,United States,North America,2.99,4198,0.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,41.1670412,-73.2048348,No,https://nomadlist.com/assets/img/places/bridgeport-ct-united-states.jpg?1653006341
766,Idaho Falls,United States,North America,3.1,3582,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.4887907,-112.03628,No,https://nomadlist.com/assets/img/places/idaho-falls-id-united-states.jpg?1653007280
767,Rome,Italy,Europe,2.91,4819,1040.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,41.8933203,12.4829321,No,https://nomadlist.com/assets/img/places/rome-italy.jpg?1651104419
768,Bern,Switzerland,Europe,2.94,4372,293.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.9482713,7.4514512,No,https://nomadlist.com/assets/img/places/bern-switzerland.jpg?1642465147
769,Naypyidaw,Myanmar,Asia,2.83,1613,17.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,19.7540045,96.1344976,No,https://nomadlist.com/assets/img/places/naypyidaw-myanmar.jpg?1642896488
770,Jarabacoa,Dominican Republic,Latin America,2.94,2291,92.0,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,19.1214072,-70.6432141,Yes,https://nomadlist.com/assets/img/places/jarabacoa-dominican-republic.jpg?1653006489
771,Rajkot,India,Asia,3.31,1411,0.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,22.3053263,70.8028377,No,https://nomadlist.com/assets/img/places/rajkot-india.jpg?1642810049
772,Exeter,United Kingdom,Europe,2.99,4196,183.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,50.7255794,-3.5269497,No,https://nomadlist.com/assets/img/places/exeter-united-kingdom.jpg?1642896564
773,Flagstaff,United States,North America,2.96,4466,111.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,35.1987522,-111.6518229,No,https://nomadlist.com/assets/img/places/flagstaff-az-united-states.jpg?1654825280
774,Fushun,China,Asia,3.11,1239,0.0,Slow,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,41.8692972,123.924157,No,https://nomadlist.com/assets/img/places/fushun-china.jpg?1643157469
775,Homs,Syria,Middle East,2.87,1537,0.0,Slow,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,34.7333334,36.7166667,No,https://nomadlist.com/assets/img/places/homs-syria.jpg?1642982930
776,Daytona Beach,United States,North America,2.9,4362,133.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,29.2108147,-81.0228331,Yes,https://nomadlist.com/assets/img/places/daytona-beach-fl-united-states.jpg?1657067400
777,Joliet,United States,North America,3.13,3382,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.5263603,-88.0840212,No,https://nomadlist.com/assets/img/places/joliet-il-united-states.jpg?1653005741
778,Sanur,Indonesia,Asia,3.24,693,315.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,-8.6831728,115.2564626,No,https://nomadlist.com/assets/img/places/sanur-bali-indonesia.jpg?1653005674
779,Xining,China,Asia,2.76,1253,67.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,36.617331,101.7761976,No,https://nomadlist.com/assets/img/places/xining-china.jpg?1653006829
780,Casa Grande,United States,North America,2.89,3961,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.8795022,-111.757352,No,https://nomadlist.com/assets/img/places/casa-grande-az-united-states.jpg?1652919181
781,Midland,United States,North America,2.88,4188,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,31.9973662,-102.0779482,No,https://nomadlist.com/assets/img/places/midland-tx-united-states.jpg?1653006753
782,Anderson,United States,North America,2.93,3643,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,31.7819242,-95.6258199,No,https://nomadlist.com/assets/img/places/anderson-in-united-states.jpg?1656030137
783,Cairo,Egypt,Middle East,2.89,860,417.0,Slow,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,30.0443879,31.2357257,No,https://nomadlist.com/assets/img/places/cairo-egypt.jpg?1657153025
784,Shaoxing,China,Asia,2.98,1535,33.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,29.9992425,120.576854,No,https://nomadlist.com/assets/img/places/shaoxing-china.jpg?1652919186
785,Putian,China,Asia,3.01,1266,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,25.4557366,119.0029034,Yes,https://nomadlist.com/assets/img/places/putian-china.jpg?1643328444
786,Livingstone,Zambia,Africa,2.79,1559,67.0,Slow,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,-17.853135,25.861429,No,https://nomadlist.com/assets/img/places/livingstone-zambia.jpg?1642637186
787,Cheyenne,United States,North America,2.98,3950,125.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.139981,-104.820246,No,https://nomadlist.com/assets/img/places/cheyenne-wy-united-states.jpg?1653006393
788,Tarifa,Spain,Europe,2.95,3425,256.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,36.0127749,-5.6048873,Yes,https://nomadlist.com/assets/img/places/tarifa-spain.jpg?1653869244
789,Hartford,United States,North America,2.93,4282,167.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.764582,-72.6908547,No,https://nomadlist.com/assets/img/places/hartford-ct-united-states.jpg?1653006471
790,Soweto,South Africa,Africa,2.7,2072,0.0,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,-26.2227778,27.89,No,https://nomadlist.com/assets/img/places/soweto-south-africa.jpg?1653006782
791,Santa Barbara,United States,North America,2.87,5978,242.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,34.4221319,-119.7026673,Yes,https://nomadlist.com/assets/img/places/santa-barbara-ca-united-states.jpg?1642724500
792,Qinhuangdao,China,Asia,2.99,1610,17.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,39.9395724,119.5894129,Yes,https://nomadlist.com/assets/img/places/qinhuangdao-china.jpg?1643069709
793,Modena,Italy,Europe,2.92,3311,167.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,44.5384728,10.93596087053074,No,https://nomadlist.com/assets/img/places/modena-italy.jpg?1642896573
